*********************************************************************************************
                                     HomerHEVC console App					
*********************************************************************************************
*********************************************************************************************
HomerApp:


---------------------------------------------------------------------------------------------
---------------- HomerHEVC - The Open-Source H265-HEVC encoder under LGPL license -----------
---------------------- see www.homerhevc.com for extended information------------------------
------------------------- Copyright (C) 2014-2015 homerHEVC project -------------------------
---------------------------- by Juan Casal: jcasal@homerhevc.com ----------------------------
---------------------------------------------------------------------------------------------

SSE42 avaliable!!
Input file: /home/grellert/origCfP/BQMall_832x480_60.yuv
Output file: /home/grellert/codecs/codec_evaluator/bitstreams/homerHEVC_BQMall_832x480_60_64fr_qp37.bin

Allocation: 3 engines with 7 processing threads each

*********************************************************************************************

engine:0, frame:0, I, bits:133496,PSNRY: 31.37, PSNRU: 36.91,PSNRV: 37.29, Average PSNRY: 31.37, PSNRU: 36.91,PSNRV: 37.29, vbv: 0.35, qp: 37, pts: 0, 
engine:1, frame:1, P, bits:20656,PSNRY: 31.43, PSNRU: 37.16,PSNRV: 37.67, Average PSNRY: 15.71, PSNRU: 18.58,PSNRV: 18.83, vbv: 0.35, qp: 37, pts: 1, 
engine:2, frame:2, P, bits:13680,PSNRY: 31.39, PSNRU: 37.28,PSNRV: 37.83, Average PSNRY: 10.46, PSNRU: 12.43,PSNRV: 12.61, vbv: 0.35, qp: 37, pts: 2, 
engine:0, frame:3, P, bits:12952,PSNRY: 31.35, PSNRU: 37.30,PSNRV: 37.85, Average PSNRY: 15.68, PSNRU: 18.55,PSNRV: 18.79, vbv: 0.35, qp: 37, pts: 3, 
engine:1, frame:4, P, bits:14608,PSNRY: 31.46, PSNRU: 37.27,PSNRV: 37.87, Average PSNRY: 12.58, PSNRU: 14.89,PSNRV: 15.11, vbv: 0.35, qp: 37, pts: 4, 
engine:2, frame:5, P, bits:14496,PSNRY: 31.45, PSNRU: 37.26,PSNRV: 37.88, Average PSNRY: 10.47, PSNRU: 12.42,PSNRV: 12.62, vbv: 0.35, qp: 37, pts: 5, 
engine:0, frame:6, P, bits:13808,PSNRY: 31.46, PSNRU: 37.29,PSNRV: 37.89, Average PSNRY: 13.45, PSNRU: 15.93,PSNRV: 16.15, vbv: 0.35, qp: 37, pts: 6, 
engine:1, frame:7, P, bits:14496,PSNRY: 31.44, PSNRU: 37.36,PSNRV: 37.93, Average PSNRY: 11.79, PSNRU: 13.97,PSNRV: 14.18, vbv: 0.35, qp: 37, pts: 7, 
engine:2, frame:8, P, bits:13936,PSNRY: 31.39, PSNRU: 37.37,PSNRV: 37.94, Average PSNRY: 10.47, PSNRU: 12.43,PSNRV: 12.63, vbv: 0.35, qp: 37, pts: 8, 
engine:0, frame:9, P, bits:13816,PSNRY: 31.39, PSNRU: 37.38,PSNRV: 37.88, Average PSNRY: 12.56, PSNRU: 14.89,PSNRV: 15.09, vbv: 0.35, qp: 37, pts: 9, 
engine:1, frame:10, P, bits:14872,PSNRY: 31.41, PSNRU: 37.33,PSNRV: 37.91, Average PSNRY: 11.43, PSNRU: 13.56,PSNRV: 13.76, vbv: 0.35, qp: 37, pts: 10, 
